ticker,grade,name,value,growth,momntm,VGM,rating,price,dividend amt,dividend pcnt
LFGR,Leaf Group Ltd. (LFGR),D Sell,F,F,B,F,3-Hold,$7.40,$0.00,0.00%
AVAL,Grupo Aval Acciones y Valores S.A. (AVAL),D Sell,A,F,B,B,2-Buy,$8.55,$0.39,4.56%
DGX,Quest Diagnostics Incorporated (DGX),B+ Buy,B,B,D,B,3-Hold,$93.31,$1.80,1.93%
AUY,Yamana Gold Inc. (AUY),D+ Sell,C,B,F,C,3-Hold,$3.40,$0.02,0.59%
LII,Lennox International Inc. (LII),B- Buy,C,A,D,B,2-Buy,$157.25,$1.72,1.09%
VAR,Varian Medical Systems Inc. (VAR),B- Buy,B,D,A,B,4-Sell,$79.78,$0.00,0.00%
WU,Western Union Company (The) (WU),B Buy,B,C,D,B,3-Hold,$19.97,$0.64,3.20%
TRV,The Travelers Companies Inc. (TRV),A- Buy,A,F,F,C,3-Hold,$117.78,$2.68,2.28%
EEP,Enbridge Energy L.P. (EEP),C Hold,A,C,D,B,3-Hold,$18.85,$2.33,12.37%
TNC,Tennant Company (TNC),B Buy,D,B,D,C,3-Hold,$70.95,$0.84,1.18%
UCP,UCP Inc. (UCP),C- Hold,C,D,C,D,3-Hold,$10.80,$0.00,0.00%
WAB,Westinghouse Air Brake Technologies Corporation (WAB),B Buy,C,D,F,D,2-Buy,$87.58,$0.40,0.46%
RENN,Renren Inc. (RENN),D Sell,F,D,B,F,3-Hold,$1.62,$0.00,0.00%
AG,First Majestic Silver Corp. (AG),D+ Sell,F,A,F,D,4-Sell,$9.96,$0.00,0.00%
RLH,Red Lion Hotels Corporation (RLH),C Hold,C,A,A,A,4-Sell,$8.05,$0.00,0.00%
ALG,Alamo Group Inc. (ALG),A Buy,B,A,F,A,3-Hold,$77.07,$0.40,0.52%
VSI,Vitamin Shoppe Inc (VSI),C Hold,A,A,F,A,3-Hold,$22.70,$0.00,0.00%
ALB,Albemarle Corporation (ALB),A- Buy,D,B,B,C,2-Buy,$94.27,$1.22,1.29%
APD,Air Products and Chemicals Inc. (APD),B Buy,C,B,A,B,4-Sell,$140.16,$3.44,2.45%
TWI,Titan International Inc. (TWI),D+ Sell,C,A,A,A,2-Buy,$12.92,$0.02,0.15%
WAIR,Wesco Aircraft Holdings Inc. (WAIR),C+ Hold,B,A,C,A,4-Sell,$15.30,$0.00,0.00%
AMG,Affiliated Managers Group Inc. (AMG),C+ Hold,B,D,F,C,3-Hold,$158.13,$0.00,0.00%
AAC,AAC Holdings Inc. (AAC),C- Hold,B,F,D,D,3-Hold,$8.17,$0.00,0.00%
AYI,Acuity Brands Inc (AYI),B Buy,D,B,D,D,4-Sell,$206.35,$0.52,0.25%
PZN,Pzena Investment Management Inc (PZN),B Buy,D,B,A,B,1-SB,$9.76,$0.12,1.23%
CFG,Citizens Financial Group Inc. (CFG),B- Buy,B,D,A,C,2-Buy,$36.79,$0.56,1.52%
SNE,Sony Corp Ord (SNE),C Hold,B,D,A,C,5-SS,$31.66,$0.06,0.18%
MTN,Vail Resorts Inc. (MTN),B Buy,F,C,F,F,3-Hold,$174.20,$3.24,1.86%
MTH,Meritage Corporation (MTH),C+ Hold,B,A,C,A,4-Sell,$35.05,$0.00,0.00%
VJET,voxeljet AG (VJET),D Sell,F,F,F,F,3-Hold,$3.33,$0.00,0.00%
LAD,Lithia Motors Inc. (LAD),B Buy,A,A,A,A,3-Hold,$99.35,$1.00,1.01%
DPLO,Diplomat Pharmacy Inc. (DPLO),D Sell,B,B,D,A,3-Hold,$15.26,$0.00,0.00%
HY,Hyster-Yale Materials Handling Inc. (HY),C Hold,A,C,A,A,3-Hold,$60.70,$1.18,1.94%
ICL,Israel Chemicals Shs (ICL),D+ Sell,A,B,D,A,3-Hold,$4.53,$0.19,4.15%
CNA,CNA Financial Corporation (CNA),B+ Buy,B,C,F,C,1-SB,$42.39,$1.00,2.36%
ECA,Encana Corporation (ECA),D+ Sell,F,C,C,D,3-Hold,$12.54,$0.06,0.48%
SCL,Stepan Company (SCL),B Buy,B,A,C,A,3-Hold,$77.91,$0.82,1.05%
CHU,China Unicom (Hong Kong) Ltd (CHU),D+ Sell,B,F,F,D,5-SS,$11.94,$0.23,1.96%
SPB,Spectrum Brands Holdings Inc. (SPB),A- Buy,C,B,B,B,2-Buy,$132.76,$1.52,1.14%
ABEV,Ambev S.A. (ABEV),B- Buy,D,F,B,F,4-Sell,$5.49,$0.00,0.00%
VET,Vermilion Energy Inc. (VET),D+ Sell,D,D,D,F,3-Hold,$40.97,$1.92,4.69%
CAL,Caleres Inc. (CAL),B Buy,A,C,D,B,4-Sell,$30.66,$0.28,0.91%
CODI,Compass Diversified Holdings (CODI),B Buy,B,D,D,C,3-Hold,$17.70,$1.44,8.14%
SEM,Select Medical Holdings Corporation (SEM),B- Buy,A,A,A,A,5-SS,$12.80,$0.00,0.00%
ABX,Barrick Gold Corporation (ABX),C Hold,C,A,F,C,3-Hold,$18.93,$0.08,0.42%
GEL,Genesis Energy L.P. (GEL),C Hold,C,B,A,B,3-Hold,$35.55,$2.84,7.99%
EURN,Euronav NV (EURN),D+ Sell,C,D,C,D,5-SS,$7.80,$1.10,14.10%
ABB,ABB Ltd (ABB),B- Buy,B,C,B,B,1-SB,$23.63,$0.73,3.09%
RLJ,RLJ Lodging Trust (RLJ),B- Buy,C,D,C,D,5-SS,$23.26,$1.32,5.67%
MTZ,MasTec Inc. (MTZ),C+ Hold,B,A,F,B,2-Buy,$38.90,$0.00,0.00%
AI,Arlington Asset Investment Corp (AI),B- Buy,C,F,B,D,3-Hold,$15.27,$2.50,16.37%
TLLP,Tesoro Logistics LP (TLLP),A Buy,C,B,A,B,2-Buy,$57.62,$3.64,6.32%
TSS,Total System Services Inc. (TSS),A- Buy,C,B,B,B,2-Buy,$52.87,$0.40,0.76%
OXY,Occidental Petroleum Corporation (OXY),C- Hold,F,F,B,F,3-Hold,$69.18,$3.04,4.39%
FGL,Fidelity and Guaranty Life (FGL),C Hold,A,C,F,B,1-SB,$24.05,$0.26,1.08%
AEM,Agnico Eagle Mines Limited (AEM),C Hold,D,A,F,C,3-Hold,$49.21,$0.32,0.65%
CHMT,Chemtura Corp. (CHMT),B+ Buy,B,B,A,A,4-Sell,$33.10,$0.00,0.00%
TREX,Trex Company Inc. (TREX),B Buy,D,A,F,C,2-Buy,$68.55,$0.00,0.00%
SERV,ServiceMaster Global Holdings Inc. (SERV),B- Buy,C,D,C,D,4-Sell,$37.52,$0.00,0.00%
COL,Rockwell Collins Inc. (COL),A- Buy,C,D,D,D,3-Hold,$91.02,$1.32,1.45%
WRK,Westrock Company (WRK),C+ Hold,B,B,F,B,3-Hold,$54.33,$1.60,2.94%
KNX,Knight Transportation Inc. (KNX),B Buy,C,A,B,B,5-SS,$32.85,$0.24,0.73%
CRS,Carpenter Technology Corporation (CRS),C Hold,C,F,F,F,3-Hold,$43.07,$0.72,1.67%
CHSP,Chesapeake Lodging Trust (CHSP),B Buy,B,C,C,B,2-Buy,$25.79,$1.60,6.20%
SON,Sonoco Products Company (SON),A- Buy,C,A,A,A,4-Sell,$55.03,$1.48,2.69%
WFC,Wells Fargo & Company (WFC),A- Buy,C,F,B,D,3-Hold,$57.27,$1.52,2.65%
CRM,Salesforce.com Inc (CRM),C Hold,F,A,D,C,2-Buy,$80.21,$0.00,0.00%
CWT,California Water  Service Group Holding (CWT),A- Buy,C,C,C,C,3-Hold,$34.00,$0.72,2.12%
EME,EMCOR Group Inc. (EME),A- Buy,B,B,C,B,3-Hold,$70.18,$0.32,0.46%
WNC,Wabash National Corporation (WNC),B- Buy,A,C,D,B,1-SB,$21.14,$0.24,1.14%
CLS,Celestica Inc. (CLS),B+ Buy,A,A,B,A,3-Hold,$13.67,$0.00,0.00%
RYI,Ryerson Holding Corporation (RYI),D Sell,A,B,B,A,3-Hold,$10.55,$0.00,0.00%
ATHM,Autohome Inc. (ATHM),C+ Hold,C,C,F,C,3-Hold,$32.01,$0.00,0.00%
MTX,Minerals Technologies Inc. (MTX),B Buy,B,D,B,B,3-Hold,$80.00,$0.20,0.25%
BKS,Barnes & Noble Inc. (BKS),C Hold,A,A,F,A,2-Buy,$10.15,$0.60,5.91%
CUBI,Customers Bancorp Inc (CUBI),C+ Hold,F,F,C,F,1-SB,$34.28,$0.00,0.00%
WLK,Westlake Chemical Corporation (WLK),B- Buy,B,D,A,C,5-SS,$63.57,$0.76,1.20%
VMW,Vmware Inc. (VMW),B- Buy,C,C,D,C,3-Hold,$88.95,$0.00,0.00%
NEWR,New Relic Inc. (NEWR),D Sell,F,D,F,F,3-Hold,$37.45,$0.00,0.00%
AIG,American International Group Inc. (AIG),B- Buy,B,C,D,C,3-Hold,$64.94,$1.28,1.97%
HOV,Hovnanian Enterprises Inc (HOV),C- Hold,A,A,D,A,5-SS,$2.37,$0.00,0.00%
CMCM,Cheetah Mobile Inc. (CMCM),D+ Sell,D,D,F,F,3-Hold,$10.21,$0.00,0.00%
HXL,Hexcel Corporation (HXL),A- Buy,B,A,C,B,3-Hold,$51.04,$0.44,0.86%
SYF,Synchrony Financial (SYF),B Buy,A,D,D,C,3-Hold,$36.51,$0.52,1.42%
CR,Crane Company (CR),C+ Hold,B,B,A,A,3-Hold,$75.36,$1.32,1.75%
CSV,Carriage Services Inc. (CSV),B Buy,B,C,B,A,4-Sell,$26.47,$0.20,0.76%
ECL,Ecolab Inc. (ECL),B Buy,D,B,D,C,4-Sell,$120.75,$1.48,1.23%
CLDT,Chatham Lodging Trust (REIT) (CLDT),B- Buy,B,C,B,B,3-Hold,$20.46,$1.32,6.45%
TYL,Tyler Technologies Inc. (TYL),B Buy,D,A,A,B,3-Hold,$145.55,$0.00,0.00%
CVG,Convergys Corporation (CVG),B Buy,A,B,A,A,4-Sell,$25.16,$0.36,1.43%
HVT,Haverty Furniture Companies Inc. (HVT),B Buy,A,A,B,A,4-Sell,$21.75,$0.48,2.21%
ITG,Investment Technology Group Inc. (ITG),C+ Hold,C,F,A,D,2-Buy,$20.28,$0.28,1.38%
IGT,International Game Technology (IGT),D Sell,A,D,D,B,4-Sell,$27.03,$0.80,2.96%
STAG,Stag Industrial Inc. (STAG),C Hold,D,C,C,D,3-Hold,$23.71,$1.40,5.90%
CLI,Mack-Cali Realty Corporation (CLI),C Hold,D,D,B,D,3-Hold,$28.05,$0.60,2.14%
ABR,Arbor Realty Trust (ABR),C+ Hold,B,B,C,A,3-Hold,$7.40,$0.64,8.65%
FPI,Farmland Partners Inc. (FPI),D Sell,F,F,A,F,3-Hold,$11.38,$0.51,4.48%
KOP,Koppers Holdings Inc. (KOP),C Hold,B,A,D,A,3-Hold,$42.45,$0.00,0.00%
X,United States Steel Corporation (X),C- Hold,B,B,A,A,1-SB,$33.78,$0.20,0.59%
SF,Stifel Financial Corporation (SF),B- Buy,B,B,A,A,2-Buy,$53.53,$0.00,0.00%
OA,Orbital ATK Inc. (OA),C Hold,B,D,B,C,3-Hold,$88.13,$1.20,1.36%
TAC,TransAlta Corporation (TAC),D Sell,A,A,A,A,2-Buy,$5.95,$0.12,2.01%
LHO,LaSalle Hotel Properties (LHO),B Buy,B,C,C,B,2-Buy,$30.42,$1.80,5.92%
APLE,Apple Hospitality REIT Inc. (APLE),C Hold,C,C,F,D,2-Buy,$19.94,$1.20,6.02%
BURL,Burlington Stores Inc. (BURL),B- Buy,B,A,C,A,3-Hold,$82.91,$0.00,0.00%
TSE,Trinseo S.A. (TSE),B- Buy,A,A,F,A,3-Hold,$68.50,$1.20,1.75%
INVN,InvenSense Inc. (INVN),C- Hold,F,C,A,C,3-Hold,$12.33,$0.00,0.00%
OMC,Omnicom Group Inc. (OMC),B+ Buy,C,D,D,D,4-Sell,$85.70,$2.20,2.57%
NBR,Nabors Industries Ltd. (NBR),C Hold,C,F,F,F,2-Buy,$16.21,$0.24,1.48%
COG,Cabot Oil & Gas Corporation (COG),D+ Sell,D,F,A,D,3-Hold,$21.43,$0.08,0.37%
AWH,Allied World Assurance Company Holdings AG (AWH),B Buy,D,C,B,D,5-SS,$53.30,$1.04,1.95%
GPC,Genuine Parts Company (GPC),B Buy,C,B,B,B,4-Sell,$97.14,$2.63,2.71%
FRC,FIRST REPUBLIC BANK (FRC),A+ Buy,D,C,D,D,2-Buy,$94.98,$0.64,0.67%
DVA,DaVita HealthCare Partners Inc. (DVA),C+ Hold,A,B,D,A,3-Hold,$65.32,$0.00,0.00%
SJI,South Jersey Industries Inc. (SJI),B Buy,C,C,F,D,1-SB,$33.36,$1.09,3.27%
FLO,Flowers Foods Inc. (FLO),B Buy,C,B,D,B,4-Sell,$20.24,$0.64,3.16%
D,Dominion Resources Inc. (D),B Buy,D,B,A,B,4-Sell,$71.70,$2.80,3.91%
SJW,SJW Corporation (SJW),A- Buy,C,B,D,C,3-Hold,$50.65,$0.87,1.72%
RMP,Rice Midstream Partners LP (RMP),C+ Hold,D,B,F,C,1-SB,$25.31,$0.95,3.75%
MTB,M&T Bank Corporation (MTB),A Buy,D,B,B,C,2-Buy,$163.89,$2.80,1.71%
TRGP,Targa Resources Inc. (TRGP),C- Hold,D,F,D,F,3-Hold,$60.90,$3.64,5.98%
NVO,Novo Nordisk A/S (NVO),C Hold,B,A,A,A,3-Hold,$34.08,$1.03,3.02%
DK,Delek US Holdings Inc. (DK),D Sell,B,C,B,B,3-Hold,$22.27,$0.60,2.69%
MTRN,Materion Corporation (MTRN),B- Buy,B,C,A,A,3-Hold,$39.00,$0.38,0.97%
ES,Eversource Energy (ES),A- Buy,C,C,B,B,3-Hold,$55.72,$1.78,3.19%
COP,ConocoPhillips (COP),D+ Sell,D,C,B,C,3-Hold,$50.43,$1.00,1.98%
BSM,Black Stone Minerals L.P. (BSM),C Hold,C,C,F,D,3-Hold,$18.78,$1.15,6.12%
ITW,Illinois Tool Works Inc. (ITW),A- Buy,D,B,A,B,2-Buy,$127.21,$2.60,2.04%
PDS,Precision Drilling Corporation (PDS),D Sell,C,F,C,F,2-Buy,$5.80,$0.00,0.00%
CPB,Campbell Soup Company (CPB),A Buy,D,A,B,B,2-Buy,$63.28,$1.40,2.21%
RNR,RenaissanceRe Holdings Ltd. (RNR),A Buy,D,F,F,F,3-Hold,$141.15,$1.24,0.88%
RGA,Reinsurance Group of America Incorporated (RGA),A- Buy,A,F,A,C,3-Hold,$127.09,$1.64,1.29%
FGP,Ferrellgas Partners L.P. (FGP),D Sell,A,A,F,A,4-Sell,$7.62,$0.40,5.25%
CLH,Clean Harbors Inc. (CLH),C- Hold,C,D,A,C,2-Buy,$55.17,$0.00,0.00%
ENV,Envestnet Inc (ENV),C- Hold,F,B,D,C,1-SB,$38.30,$0.00,0.00%
PE,Parsley Energy Inc. (PE),C Hold,F,A,A,B,3-Hold,$34.80,$0.00,0.00%
ELP,Companhia Paranaense de Energia (COPEL) (ELP),C+ Hold,A,F,D,C,3-Hold,$10.44,$0.13,1.27%
HEI,Heico Corporation (HEI),A- Buy,D,B,A,C,3-Hold,$77.23,$0.18,0.23%
EGO,Eldorado Gold Corporation (EGO),D+ Sell,F,B,D,D,3-Hold,$3.60,$0.00,0.00%
DQ,DAQO New Energy Corp. (DQ),C Hold,A,B,D,A,3-Hold,$24.51,$0.00,0.00%
CLNS,NorthStar Asset Management Group Inc. (CLNS),C+ Hold,D,B,D,C,1-SB,$14.34,$0.40,2.79%
CNX,CONSOL Energy Inc. (CNX),D+ Sell,B,C,A,A,2-Buy,$17.16,$0.01,0.06%
INST,Instructure Inc. (INST),D Sell,F,A,C,C,3-Hold,$22.55,$0.00,0.00%
WUBA,58.com Inc. (WUBA),D+ Sell,F,F,B,F,3-Hold,$28.00,$0.00,0.00%
KMX,CarMax Inc (KMX),B Buy,C,D,C,D,3-Hold,$65.69,$0.00,0.00%
PH,Parker-Hannifin Corporation (PH),B Buy,C,B,A,B,2-Buy,$150.21,$2.52,1.68%
DHI,D.R. Horton Inc. (DHI),B Buy,A,D,A,B,2-Buy,$29.89,$0.40,1.34%
AEE,Ameren Corporation (AEE),A+ Buy,B,B,F,B,2-Buy,$52.69,$1.76,3.34%
DDR,DDR Corp. (DDR),C- Hold,D,F,F,F,3-Hold,$15.08,$0.76,5.04%
ANW,Aegean Marine Petroleum Network Inc. (ANW),B- Buy,A,A,D,A,4-Sell,$11.30,$0.08,0.71%
LEJU,Leju Holdings Limited (LEJU),D Sell,C,C,F,D,3-Hold,$3.97,$0.00,0.00%
FICO,Fair Isaac Corporation (FICO),A+ Buy,D,A,F,C,3-Hold,$124.54,$0.08,0.06%
GNW,Genworth Financial Inc (GNW),D+ Sell,A,D,B,B,3-Hold,$3.60,$0.00,0.00%
CINR,Ciner Resources LP (CINR),A Buy,A,B,C,A,3-Hold,$31.17,$2.27,7.28%
EGP,EastGroup Properties Inc. (EGP),B- Buy,D,C,A,D,3-Hold,$71.05,$2.48,3.49%
VEEV,Veeva Systems Inc. (VEEV),B Buy,F,A,D,C,3-Hold,$43.62,$0.00,0.00%
HTH,Hilltop Holdings Inc. (HTH),C+ Hold,C,F,F,F,3-Hold,$27.46,$0.24,0.87%
WGO,Winnebago Industries Inc. (WGO),B Buy,B,B,F,B,3-Hold,$32.45,$0.40,1.23%
MTW,Manitowoc Company Inc. (The) (MTW),D Sell,D,F,A,D,3-Hold,$6.70,$0.00,0.00%
APH,Amphenol Corporation (APH),B+ Buy,D,A,B,B,4-Sell,$67.46,$0.64,0.95%
WWE,World Wrestling Entertainment Inc. (WWE),C+ Hold,D,C,C,D,3-Hold,$19.70,$0.48,2.44%
NI,NiSource Inc (NI),B- Buy,C,F,B,F,4-Sell,$22.26,$0.66,2.96%
MUSA,Murphy USA Inc. (MUSA),B Buy,A,A,F,A,5-SS,$66.29,$0.00,0.00%
TREC,Trecora Resources (TREC),B- Buy,B,C,D,B,4-Sell,$12.40,$0.00,0.00%
RST,Rosetta Stone (RST),D+ Sell,F,A,A,B,3-Hold,$8.04,$0.00,0.00%
CNHI,CNH Industrial N.V. (CNHI),D+ Sell,A,B,A,A,3-Hold,$9.27,$0.15,1.59%
MTOR,Meritor Inc. (MTOR),C Hold,A,F,B,B,2-Buy,$15.42,$0.00,0.00%
GGB,Gerdau S.A. (GGB),D+ Sell,C,D,D,D,4-Sell,$4.03,$0.01,0.30%
WTI,W&T Offshore Inc. (WTI),E+ Sell,C,A,B,B,2-Buy,$2.88,$0.00,0.00%
EAT,Brinker International Inc. (EAT),C+ Hold,A,B,F,A,5-SS,$43.93,$1.36,3.10%
IBM,International Business Machines Corporation (IBM),C+ Hold,B,C,C,B,3-Hold,$175.82,$5.60,3.19%
ATW,Atwood Oceanics Inc. (ATW),C- Hold,A,F,A,B,3-Hold,$12.65,$0.00,0.00%
WRB,W.R. Berkley Corporation (WRB),A- Buy,B,D,C,C,3-Hold,$67.87,$0.52,0.77%
SQ,Square Inc. (SQ),D+ Sell,F,A,C,C,3-Hold,$14.28,$0.00,0.00%
TI,Telecom Italia S.P.A. (TI),D+ Sell,A,B,C,A,5-SS,$8.99,$0.00,0.00%
SHOP,Shopify Inc. (SHOP),D+ Sell,F,F,F,F,3-Hold,$52.12,$0.00,0.00%
SEE,Sealed Air Corporation (SEE),B- Buy,C,B,D,B,3-Hold,$49.67,$0.64,1.29%
UGP,Ultrapar Participacoes S.A. (UGP),B- Buy,B,C,D,B,3-Hold,$21.32,$0.46,2.17%
RLI,RLI Corp. (RLI),A- Buy,D,C,C,D,4-Sell,$60.54,$0.80,1.32%
EVH,Evolent Health Inc (EVH),D Sell,D,D,F,F,4-Sell,$18.25,$0.00,0.00%
ORI,Old Republic International Corporation (ORI),B Buy,B,A,D,A,2-Buy,$20.98,$0.75,3.57%
AWR,American States Water Company (AWR),A- Buy,D,D,B,D,3-Hold,$44.09,$0.97,2.20%
UDR,United Dominion Realty Trust Inc. (UDR),B Buy,F,D,C,F,4-Sell,$34.66,$1.18,3.40%
IFF,Internationa Flavors & Fragrances Inc. (IFF),B Buy,D,C,A,C,4-Sell,$117.98,$2.56,2.17%
SWX,Southwest Gas Corporation (SWX),B Buy,B,B,F,C,2-Buy,$81.89,$1.80,2.20%
SFUN,SouFun Holdings Limited (SFUN),D+ Sell,D,D,A,D,3-Hold,$3.69,$0.00,0.00%
DY,Dycom Industries Inc. (DY),A- Buy,B,B,C,B,3-Hold,$78.94,$0.00,0.00%
VVC,Vectren Corporation (VVC),A- Buy,B,B,F,C,3-Hold,$55.35,$1.68,3.04%
JKS,JinkoSolar Holding Company Limited (JKS),C- Hold,A,B,B,A,3-Hold,$14.47,$0.00,0.00%
LH,Laboratory Corporation of America Holdings (LH),B+ Buy,A,C,F,C,4-Sell,$137.69,$0.00,0.00%
HTA,Healthcare Trust of America Inc. (HTA),B- Buy,F,D,C,F,4-Sell,$29.38,$1.20,4.08%
SRI,Stoneridge Inc. (SRI),B Buy,A,A,B,A,3-Hold,$16.63,$0.00,0.00%
GRA,W.R. Grace & Co. (GRA),C+ Hold,C,B,C,C,3-Hold,$71.47,$0.68,0.95%
FIX,Comfort Systems USA Inc. (FIX),A- Buy,B,B,D,B,3-Hold,$34.40,$0.28,0.81%
PSB,PS Business Parks Inc. (PSB),A- Buy,D,C,A,C,3-Hold,$112.67,$3.00,2.66%
WLKP,Westlake Chemical Partners LP (WLKP),C Hold,A,D,A,B,3-Hold,$24.95,$1.34,5.38%
GPRK,Geopark Ltd (GPRK),D Sell,C,A,D,B,3-Hold,$4.89,$0.00,0.00%
IAG,Iamgold Corporation (IAG),D Sell,F,A,F,D,1-SB,$4.73,$0.00,0.00%
ROL,Rollins Inc. (ROL),B Buy,F,A,D,C,2-Buy,$35.57,$0.40,1.12%
TOO,Teekay Offshore Partners L.P. (TOO),D Sell,A,C,D,A,3-Hold,$5.99,$0.44,7.35%
DST,DST Systems Inc. (DST),B- Buy,B,D,D,C,3-Hold,$116.41,$1.32,1.13%
BVN,Buenaventura Mining Company Inc. (BVN),C- Hold,C,C,D,C,3-Hold,$13.70,$0.03,0.21%
ARE,Alexandria Real Estate Equities Inc. (ARE),C Hold,F,D,A,D,3-Hold,$110.64,$3.32,3.00%
NUE,Nucor Corporation (NUE),B Buy,B,B,C,B,3-Hold,$57.35,$1.51,2.63%
NJR,NewJersey Resources Corporation (NJR),A- Buy,D,F,C,F,4-Sell,$37.90,$1.02,2.69%
CL,Colgate-Palmolive Company (CL),C Hold,F,B,D,D,5-SS,$65.97,$1.56,2.36%
TEO,Telecom Argentina Stet - France Telecom S.A. (TEO),C Hold,B,D,B,C,5-SS,$22.70,$0.65,2.86%
GNC,GNC Holdings Inc. (GNC),C- Hold,A,D,D,B,3-Hold,$9.02,$0.80,8.87%
RICE,Rice Energy Inc. (RICE),D+ Sell,C,B,A,B,3-Hold,$21.02,$0.00,0.00%
ATO,Atmos Energy Corporation (ATO),B+ Buy,C,C,D,C,3-Hold,$75.88,$1.80,2.37%
ELLI,Ellie Mae Inc. (ELLI),B Buy,D,A,D,C,3-Hold,$87.80,$0.00,0.00%
BMI,Badger Meter Inc. (BMI),A Buy,D,B,B,C,3-Hold,$39.20,$0.46,1.17%
GLF,GulfMark Offshore Inc. (GLF),D Sell,F,F,A,F,4-Sell,$1.55,$0.00,0.00%
IVC,Invacare Corporation (IVC),D+ Sell,D,F,D,F,5-SS,$11.50,$0.05,0.43%
ETP,ENERGY TRANSFER PARTNERS (ETP),C Hold,C,A,C,B,5-SS,$39.40,$4.22,10.71%
GG,Goldcorp Inc. (GG),D+ Sell,F,B,D,F,5-SS,$16.28,$0.08,0.49%
TDW,Tidewater Inc. (TDW),D Sell,B,F,C,D,4-Sell,$2.06,$0.00,0.00%
YUM,Yum! Brands Inc. (YUM),C+ Hold,C,A,F,C,3-Hold,$66.23,$1.20,1.81%
NWN,Northwest Natural Gas Company (NWN),B Buy,C,F,F,F,3-Hold,$59.25,$1.88,3.17%
AVB,AvalonBay Communities Inc. (AVB),A Buy,F,D,B,F,3-Hold,$173.53,$5.40,3.11%
IRS,IRSA Inversiones Y Representaciones S.A. (IRS),D+ Sell,C,A,F,B,3-Hold,$22.97,$0.00,0.00%
KEY,KeyCorp (KEY),B Buy,D,F,A,D,3-Hold,$18.37,$0.34,1.85%
UIS,Unisys Corporation (UIS),E+ Sell,A,C,F,B,5-SS,$13.35,$0.00,0.00%
UHS,Universal Health Services Inc. (UHS),B Buy,A,A,D,A,2-Buy,$113.85,$0.40,0.35%
KRG,Kite Realty Group Trust (KRG),C- Hold,C,B,F,D,4-Sell,$23.95,$1.21,5.05%
TOL,Toll Brothers Inc. (TOL),B- Buy,B,D,D,C,3-Hold,$31.67,$0.00,0.00%
PLNT,Planet Fitness Inc. (PLNT),C- Hold,D,D,F,F,3-Hold,$21.39,$0.00,0.00%
USM,United States Cellular Corporation (USM),C+ Hold,B,B,F,B,4-Sell,$43.18,$0.00,0.00%
FUN,Cedar Fair L.P. (FUN),B Buy,B,A,F,A,2-Buy,$62.19,$3.42,5.50%
